PERIOD_START_TIME,PLMN name,RNC name,RRC Connection setup SR,Call Setup Success Rate CS -Speech,HSDPA Accessibility,HSUPA Accessibility,CSSR for PS,Soft Handover Success Rate CS and PS,IRAT HO Success Rate CS,3G Traffic CS - Speech,PS HSUPA Volume,PS HSDPA Volume,AVG Nbr of HSDPA Users,AVG Nbr of HSUPA Users,CS drop rate,PS Global RAB Drop Rate,PS HSDPA RAB Drop Rate,PS HSUPA RAB Drop Rate,PS HSDPA Throughput,PS HSUPA Throughput,PS R99 Setup SR User,PS R99 Drop Rate User,PS R99 DL Data Volume,PS R99 UL Data Volume,Packet Loss,RRC Drop rate
2/5 20:00,PLMN,N103,99.9996,99.899,99.8582,99.888,99.2753,99.9809,98.7654,1979.0432,141.0885,751.0479,2370.2,2986.1,0.2037,0.5463,0.373,0.3435,4251.9782,214.8543,100,2.5463,0.1482,0.0576,0.1349,0.31
2/5 20:00,PLMN,N104,100,99.7814,99.6474,99.7314,98.9663,99.9635,98.0469,489.7737,107.8708,660.8741,7114.7,8362.5,0.4629,1.035,0.5667,0.4828,4577.5962,537.6481,100,3.1852,0.1086,0.0528,3.3755,0.51
2/5 20:00,PLMN,N105,99.9719,99.5833,99.5939,99.6786,98.6632,99.9321,97.9127,494.1995,131.8047,733.6104,5684.5,6718.5,0.4468,1.5509,0.81,0.7341,4027.0122,396.6995,100,4.2442,0.1288,0.0717,1.4994,0.63
2/5 20:00,PLMN,N107,99.9944,99.8473,99.6936,99.7712,98.9998,99.9655,94.7933,1376.1181,129.9718,606.2,2978.8,3689.6,0.4066,0.8947,0.5827,0.5308,3882.867,266.9014,97.7848,3.3972,0.1116,0.0665,0.2467,0.44
2/5 20:00,PLMN,N108,99.9947,99.7561,99.6466,99.7407,98.8553,99.9597,98.1094,887.393,131.7076,798.1017,4858.1,6039.8,0.4308,0.9838,0.5889,0.5308,4186.1804,401.6784,100,3.572,0.1343,0.0688,4.7048,0.47
2/5 20:00,PLMN,N109,99.9977,99.7121,99.6673,99.6985,98.7618,99.9507,85.7143,938.6178,153.0866,907.6402,7110.4,8675.8,0.3489,1.2527,0.4014,0.421,4078.2647,506.5148,99.2308,3.5987,0.1464,0.0926,1.0439,0.56
2/5 20:00,PLMN,N110,99.9859,99.8655,99.6034,99.6789,99.0336,99.963,97.7051,829.7402,131.6108,810.5643,4968.5,6072.8,0.3486,1.0711,0.4982,0.4311,4301.7121,378.2235,99.1935,1.9274,0.5416,0.429,4.1675,0.5
2/5 20:00,PLMN,N112,100,99.7954,99.7631,99.8079,98.9977,99.9622,95.9184,609.9804,112.0222,681.3976,5630.6,6888.6,0.3656,0.7596,0.4389,0.4284,4214.1914,417.4955,100,2.4159,0.0876,0.0664,0.7149,0.46
2/5 20:00,PLMN,N114,100,99.6465,99.6518,99.7554,98.8365,99.9684,96.5517,926.6076,123.1693,694.4581,5913.6,7164.5,0.4818,1.0786,0.7106,0.6174,3998.1686,393.0594,100,3.0743,0.0465,0.0196,3.7504,0.47
2/5 20:00,PLMN,N115,100,99.8845,99.8365,99.8724,99.3741,99.9815,97.6,1699.2484,130.1146,815.7814,2244,2785.6,0.2816,0.4792,0.4239,0.38,4479.0065,243.1469,100,3.0597,0.1582,0.0758,1.3049,0.27
2/5 20:00,PLMN,N116,99.986,99.6658,99.2986,99.291,98.7062,99.9467,97.6806,604.8375,133.2847,796.5961,5437.2,6487.7,0.7572,1.8542,0.7923,0.6509,4010.9869,377.8065,100,3.9793,0.17,0.0934,2.3634,0.9
2/5 20:00,PLMN,N117,100,99.8597,99.8214,99.8625,98.987,99.9763,96.7391,1146.5164,123.2098,680.1246,2926,3656.4,0.3383,0.6181,0.3956,0.365,4431.8891,289.4821,100,3.5672,0.0877,0.0385,0.2339,0.34
2/5 20:00,PLMN,N118,99.9988,99.7757,99.6958,99.7742,99.0857,99.9738,95.8609,1319.4444,189.5917,994.7349,5456.6,6611.5,0.393,0.9694,0.5375,0.4664,3821.2285,355.8432,99.7543,3.4897,0.1111,0.0796,0.5081,0.49
2/5 20:00,PLMN,N119,99.9918,99.8066,99.7412,99.8026,99.1283,99.9691,98.4287,984.9584,148.3837,902.396,5787.1,6944,0.3789,0.8856,0.5321,0.466,4165.8861,409.4158,100,2.9817,0.147,0.0726,6.0173,0.41
2/5 20:00,PLMN,N120,100,99.7645,99.8069,99.8493,98.9628,99.9783,99.1667,949.0703,126.5141,820.852,4326.1,5313.8,0.4013,0.6892,0.4303,0.3769,4492.8678,376.6467,100,2.6179,0.1277,0.0505,1.8551,0.36
2/5 20:00,PLMN,N121,100,99.8214,99.7833,99.83,99.1497,99.9637,97.7238,1240.5596,134.5565,805.2416,2697.3,3317.9,0.4402,0.6513,0.5333,0.4756,4246.2989,269.5526,99.6416,3.2116,0.1284,0.0609,1.8805,0.36
2/5 20:00,PLMN,N122,100,99.8833,99.8738,99.8992,99.0555,99.9804,98.0392,1285.3751,112.6167,665.6248,2982,3771.3,0.3231,0.5449,0.3865,0.3346,4243.1065,258.9302,100,2.3223,0.1047,0.0528,0.1511,0.34
2/5 20:00,PLMN,N123,99.9995,99.8476,99.7709,99.8266,98.9362,99.9732,84.4765,858.9642,138.0144,814.5439,4760.1,5815.6,0.3726,0.7199,0.4357,0.3997,4269.3207,397.4474,100,2.8094,0.1115,0.0552,2.9632,0.42
2/5 20:00,PLMN,N124,99.9997,99.8011,99.6408,99.6864,98.9764,99.9635,97.4239,1530.1235,206.8146,1135.6869,5225.4,6346.2,0.3971,1.0558,0.5334,0.5015,3939.4784,383.4001,99.696,1.7307,0.5235,0.4962,1.2233,0.49
2/5 20:00,PLMN,N357,100,100,99.6561,99.6875,99.3328,99.9576,98.2759,7.0207,9.1427,68.5613,3883.6,4431.7,0.2457,4.4043,0.6862,0.6776,6400.4122,402.5793,100,1.3463,0.0279,0.0228,,1.72
2/5 20:00,PLMN,N403,99.982,99.8138,99.3989,98.6871,99.0175,99.9107,98.8889,604.6817,144.9913,886.8674,6025,7124.8,0.2502,1.5264,0.3482,0.3466,4138.5031,404.7826,100,3.0454,0.202,0.1122,0.9192,0.67
2/5 20:00,PLMN,N406,99.9733,99.8027,99.6255,99.5921,98.8303,99.9441,97.8963,547.0784,173.3232,956.9406,9153.8,10285.5,0.4494,3.0812,0.5545,0.5304,4783.3055,492.4559,100,3.0555,0.1835,0.08,5.6725,1.17
2/5 20:00,PLMN,N407,99.9925,99.78,99.6951,99.7459,98.8112,99.9625,98.8881,1742.4676,274.2936,1637.2185,7325.2,8695.5,0.2605,1.7416,0.604,0.6117,3908.8897,428.5761,100,2.988,0.3058,0.1744,4.7248,0.83
2/5 20:00,PLMN,N408,99.9889,99.8066,99.7461,99.7893,98.8059,99.9664,98.5526,2477.2145,255.0089,1492.9218,6316.3,7762.3,0.2236,1.5985,0.4933,0.5135,4047.7919,399.4074,100,2.9958,0.3932,0.2448,5.8055,0.7
2/5 20:00,PLMN,N601,99.9832,99.5967,99.654,99.6938,98.4232,99.8672,95.577,338.8518,159.5609,906.8914,8069.1,9172.4,0.5716,2.7053,0.6293,0.627,4492.5904,463.1717,99.5098,3.9388,0.208,0.1043,5.4354,1.19
2/5 20:00,PLMN,N602,99.9947,99.7828,99.7364,99.7861,98.8089,99.9633,98.3752,1228.2693,271.6003,1768.5399,7208.2,8727.6,0.2559,1.6022,0.4222,0.4431,4117.7582,434.9978,99.711,3.1985,0.2908,0.1885,5.5873,0.68
2/5 20:00,PLMN,N604,99.9137,100,99.8946,99.8902,99.3019,100,100,2.6764,2.4889,13.094,7399.7,7770,0,2.4955,0.5368,0.5163,5368.7864,681.1791,,0,0.0007,0.0004,0,1.49
2/5 21:00,PLMN,N103,99.9988,99.904,99.8593,99.889,99.2858,99.981,96.2085,1773.8989,135.9794,734.3801,2298.2,2906.6,0.231,0.5263,0.3688,0.3376,4160.2412,208.7041,100,2.3911,0.1425,0.0524,0.0981,0.31
2/5 21:00,PLMN,N104,100,99.8332,99.6581,99.7454,98.7804,99.9627,97.7401,451.829,109.0455,662.4977,7149.2,8419.8,0.5361,0.9456,0.5464,0.4691,4589.4729,541.1839,100,2.9109,0.1071,0.0502,3.0752,0.48
2/5 21:00,PLMN,N105,99.9546,99.635,99.6297,99.7048,98.6468,99.9298,97.7833,412.8403,131.917,729.0006,5638.2,6645.6,0.5175,1.5818,0.7431,0.6754,4003.4913,399.8973,99.5074,3.9559,0.1175,0.0697,1.558,0.66
2/5 21:00,PLMN,N107,100,99.8509,99.7237,99.7961,99.1599,99.9704,93.254,1216.6532,123.7562,615.5247,2840.4,3516.6,0.3675,0.8924,0.5602,0.503,3973.4395,259.2504,96.5957,2.813,0.1011,0.0552,0.2602,0.44
2/5 21:00,PLMN,N108,99.996,99.8007,99.6747,99.7668,98.8991,99.9614,97.7173,798.7871,130.4089,778.7052,4980.1,6171.8,0.4447,1.084,0.5756,0.525,4158.7559,396.5452,100,3.2375,0.1319,0.0671,4.3389,0.49
2/5 21:00,PLMN,N109,99.9994,99.6955,99.6767,99.6813,98.8262,99.9526,91.3793,797.8089,148.7208,918.2556,7100.4,8600.1,0.2728,1.2419,0.3968,0.4167,4143.6725,491.3031,100,3.3026,0.1266,0.0752,1.1208,0.52
2/5 21:00,PLMN,N110,99.9932,99.8395,99.6485,99.7171,99.0892,99.966,97.6382,731.8653,135.3962,794.1614,4922.8,6023.2,0.3721,1.1584,0.4777,0.4154,4293.6601,389.9935,99.5614,1.9637,0.4421,0.3699,3.7795,0.53
2/5 21:00,PLMN,N112,99.9962,99.7489,99.7818,99.8253,99.0183,99.9674,95.7672,543.2771,113.649,676.4564,5754.8,7071.2,0.2674,0.7435,0.4315,0.4166,4200.6237,423.7202,100,2.2807,0.0843,0.0577,1.1499,0.46
2/5 21:00,PLMN,N114,99.9971,99.6465,99.6493,99.749,98.9302,99.9525,98.1073,863.8854,120.7855,702.6932,6026.6,7295.1,0.5416,1.0011,0.7091,0.6074,4010.6798,386.2097,100,3.3048,0.0433,0.0224,4.7322,0.44
2/5 21:00,PLMN,N115,100,99.8952,99.8536,99.8852,99.3641,99.9832,97.7707,1481.9448,131.4693,760.5374,2198.7,2733.6,0.2841,0.485,0.4429,0.3972,4266.5669,250.9853,100,3.5588,0.143,0.0564,1.1268,0.27
2/5 21:00,PLMN,N116,100,99.7204,99.4635,99.4829,98.8403,99.9556,97.6053,557.1785,135.498,813.8617,5205.3,6241.3,0.5257,1.4986,0.658,0.5501,4041.8485,384.7644,100,3.3798,0.1586,0.084,2.4678,0.73
2/5 21:00,PLMN,N117,100,99.8831,99.8422,99.8791,99.0852,99.9777,100,1037.0426,124.2889,649.1167,2868.7,3594.3,0.3082,0.5681,0.3568,0.3311,4314.9614,293.6465,100,2.8503,0.0783,0.0409,0.1466,0.3
2/5 21:00,PLMN,N118,99.999,99.7919,99.6966,99.7712,99.1314,99.9563,97.7688,1155.8741,189.9607,1045.6564,5441.2,6566.8,0.5069,0.9705,0.5381,0.4697,3939.4783,361.4735,100,3.3468,0.1136,0.0816,0.5567,0.49
2/5 21:00,PLMN,N119,100,99.798,99.7571,99.8131,99.1526,99.9725,98.2716,936.7152,152.6865,926.1998,5958.9,7154.5,0.3923,0.8582,0.5241,0.4584,4134.434,423.3683,97.3451,3.0188,0.1461,0.07,5.9893,0.4
2/5 21:00,PLMN,N120,100,99.8104,99.8085,99.8567,99.1139,99.9759,98.0916,859.7382,127.2879,816.0117,4472.7,5477.3,0.4154,0.6446,0.4439,0.382,4392.7297,378.5344,100,3.3883,0.1385,0.0491,1.7685,0.35
2/5 21:00,PLMN,N121,100,99.8605,99.7916,99.8333,99.1795,99.9683,97.0817,1090.6605,133.9706,833.1352,2686.1,3315.9,0.4597,0.7092,0.5441,0.491,4326.8932,269.1518,99.6255,3.5271,0.1232,0.0591,1.6104,0.37
2/5 21:00,PLMN,N122,100,99.9094,99.8724,99.9021,99.2845,99.9808,100,1148.0124,115.4082,656.7688,2977.9,3755.6,0.2674,0.4658,0.3934,0.3456,4200.1498,267.1792,100,1.829,0.0969,0.0421,0.2107,0.29
2/5 21:00,PLMN,N123,99.9965,99.7786,99.7865,99.8365,98.9551,99.9762,98.0769,765.5011,133.2382,788.8999,4818.5,5872.5,0.3273,0.7468,0.4255,0.3892,4207.716,383.8821,100,2.8142,0.122,0.0612,2.8259,0.44
2/5 21:00,PLMN,N124,99.9987,99.7889,99.4482,99.3232,98.9733,99.9079,97.1751,1393.2822,203.724,1154.2362,5371.2,6522.6,0.4751,1.0646,0.5294,0.5006,3922.3792,376.306,100,1.8138,0.5466,0.4933,1.4842,0.49
2/5 21:00,PLMN,N357,100,99.6441,99.6967,99.7188,99.1453,99.8966,100,7.5392,8.2708,71.6341,3822,4393.3,0.3226,3.4119,0.5971,0.5662,6688.8429,360.0289,100,1.1706,0.0345,0.0235,,1.21
2/5 21:00,PLMN,N403,99.9807,99.8164,99.5677,99.0113,99.076,99.9328,98.7952,520.7309,147.8348,886.4558,6084.1,7236.1,0.2379,1.3199,0.3498,0.3483,4099.7362,413.4788,100,2.978,0.1929,0.0916,0.9576,0.55
2/5 21:00,PLMN,N406,99.9882,99.7661,99.6278,99.6297,98.8102,99.9313,98.4837,527.7444,178.4192,959.5283,9468.4,10625.9,0.3698,2.9454,0.51,0.4903,4715.0059,507.1094,100,3.2359,0.1806,0.0732,6.3362,1.11
2/5 21:00,PLMN,N407,99.9925,99.7458,99.6988,99.7501,98.8514,99.961,98.2885,1711.8902,280.685,1639.5563,7608.3,9033.2,0.2866,1.798,0.5867,0.5948,3856.0121,437.9685,100,3.0378,0.2915,0.1681,4.9736,0.85
2/5 21:00,PLMN,N408,99.9913,99.8357,99.7529,99.7969,98.8049,99.9671,98.9918,2399.7095,259.1912,1490.7935,6603.3,8086.6,0.2472,1.5454,0.4829,0.5023,3970.9755,404.9323,100,3.1292,0.2985,0.1688,6.2677,0.68
2/5 21:00,PLMN,N601,99.9776,99.6277,99.6768,99.708,98.5232,99.8966,95.9925,293.4265,163.6305,929.2249,8004.2,9051,0.4581,2.5667,0.5994,0.5967,4504.0333,472.4304,99.4152,3.4926,0.2461,0.0884,5.6079,1.1
2/5 21:00,PLMN,N602,99.9969,99.7744,99.7474,99.7936,98.9442,99.9688,97.9798,1023.3831,287.1059,1807.3393,7147.1,8624,0.2409,1.6501,0.425,0.4474,4142.4759,459.6093,99.723,2.9742,0.2676,0.1595,3.7351,0.67
2/5 21:00,PLMN,N604,100,100,99.81,99.817,98.6895,100,100,2.4714,2.641,13.5236,8237.7,8700.5,0,2.3697,0.3291,0.3255,5240.1373,747.1558,,2.1277,0.0003,0.0002,0,1.13
2/5 22:00,PLMN,N103,100,99.9172,99.8654,99.891,99.3782,99.982,97.7778,1404.9922,131.8561,665.7918,2105.4,2656.7,0.263,0.5807,0.3914,0.3558,4117.0651,207.8241,100,3.0753,0.1302,0.0506,0.0764,0.33
2/5 22:00,PLMN,N104,100,99.7662,99.674,99.7564,98.9728,99.9654,98.8396,376.5704,114.8504,629.624,7199.6,8511,0.463,0.9696,0.5242,0.44,4471.2059,570.3251,98.9247,3.3966,0.0938,0.0444,1.6082,0.46
2/5 22:00,PLMN,N105,100,99.6893,99.7102,99.7729,98.9194,99.9602,98.536,359.7962,130.601,708.13,5174.8,6111.5,0.3728,1.3501,0.6784,0.6072,4076.9456,401.0019,100,3.7628,0.0865,0.0491,1.1047,0.56
2/5 22:00,PLMN,N107,99.9955,99.8175,99.7624,99.8266,99.2662,99.9698,89.7727,951.5679,120.1582,569.8288,2520.9,3134.5,0.3854,0.7568,0.5055,0.4557,3963.2296,257.6791,100,2.7878,0.0969,0.0433,0.1588,0.38
2/5 22:00,PLMN,N108,100,99.7719,99.6947,99.7756,98.8988,99.9615,96.8844,732.2596,132.4824,747.9507,5033,6252.5,0.4625,1.0317,0.5741,0.5152,4048.3421,401.5599,99.4475,3.3981,0.1251,0.0544,2.4147,0.48
2/5 22:00,PLMN,N109,99.9993,99.6973,99.6982,99.6966,98.9908,99.9538,100,646.1028,148.1048,881.1218,7123.3,8637.6,0.3156,1.3211,0.4083,0.4204,4078.3761,490.1256,100,3.6634,0.1163,0.0691,0.8378,0.55
2/5 22:00,PLMN,N110,100,99.8853,99.6952,99.7508,99.1897,99.9449,98.1947,641.3664,134.8979,748.6594,4654.4,5707.4,0.3113,1.0216,0.4543,0.3939,4291.6613,395.7861,99.2126,1.7588,0.4306,0.3193,1.683,0.47
2/5 22:00,PLMN,N112,99.9993,99.7367,99.8023,99.8395,99.1014,99.973,98.8235,438.0788,112.2912,640.1136,5521.6,6785.5,0.2978,0.6639,0.4279,0.4152,4124.6212,421.1792,100,2.3381,0.0738,0.0477,1.4111,0.44
2/5 22:00,PLMN,N114,100,99.6777,99.6956,99.783,98.8889,99.9711,98.1308,719.4221,116.3866,641.2696,5726.6,6908.3,0.4041,0.9454,0.6434,0.5551,3932.9939,374.7851,100,2.8379,0.0462,0.0231,3.1305,0.4
2/5 22:00,PLMN,N115,100,99.9067,99.8573,99.8922,99.3671,99.9811,96.5021,1312.6793,127.6712,714.0501,2103.7,2629.2,0.2559,0.3902,0.4235,0.379,4220.3958,249.606,99.6416,2.9017,0.1509,0.0523,0.7035,0.22
2/5 22:00,PLMN,N116,99.9989,99.691,99.5887,99.6965,98.9689,99.9623,96.8411,522.2635,127.8047,728.6449,4498.4,5446.9,0.6152,1.3208,0.5921,0.494,3955.0625,369.6889,100,3.6827,0.1148,0.0601,1.4201,0.63
2/5 22:00,PLMN,N117,100,99.8442,99.8369,99.8757,99.3296,99.9733,97.1429,803.2294,122.9034,605.3073,2738.2,3412.8,0.326,0.506,0.3881,0.3608,4258.7646,293.7268,100,3.6834,0.0846,0.0353,0.0941,0.26
2/5 22:00,PLMN,N118,99.9992,99.7418,99.7257,99.7932,99.1519,99.9712,97.6359,953.6892,185.2012,1030.9652,5052.1,6111.3,0.4434,0.9332,0.5309,0.4623,4007.026,356.7582,100,3.2206,0.1165,0.0662,0.4153,0.49
2/5 22:00,PLMN,N119,100,99.7965,99.7719,99.8272,99.1581,99.971,97.9626,781.5032,155.6565,896.6268,5996.6,7207.5,0.3828,0.8917,0.5371,0.4738,4080.33,430.6045,100,3.3459,0.134,0.0609,5.4776,0.39
2/5 22:00,PLMN,N120,100,99.7666,99.8374,99.8741,99.1777,99.9802,96.2185,795.8172,127.3991,784.7733,4504.3,5535.1,0.3282,0.6148,0.4454,0.3776,4299.3763,380.3861,100,2.7118,0.1021,0.0418,0.7888,0.33
2/5 22:00,PLMN,N121,100,99.8649,99.8005,99.8389,99.1531,99.9621,97.5556,917.2627,128.8439,782.3118,2578.7,3187.7,0.4448,0.7349,0.5421,0.4941,4247.3869,262.7121,99.5652,4.9593,0.1198,0.052,0.957,0.38
2/5 22:00,PLMN,N122,100,99.8827,99.8756,99.9005,99.1392,99.9803,92.5373,983.4121,113.125,612.6105,2881,3641.4,0.2542,0.5639,0.4164,0.3594,4071.3697,265.1491,100,2.6379,0.0949,0.037,0.1274,0.34
2/5 22:00,PLMN,N123,100,99.7982,99.7961,99.8423,99.1633,99.9778,83.7079,653.8703,134.6395,767.5342,4752.3,5784.2,0.4818,0.6844,0.4049,0.3688,4200.2702,389.2349,100,3.5986,0.1059,0.0497,2.0014,0.42
2/5 22:00,PLMN,N124,100,99.8452,99.6191,99.6163,99.103,99.9554,95.3908,1212.0049,210.3448,1103.7771,5348,6524.5,0.3678,0.9876,0.5187,0.4946,3815.6805,390.4422,97.7117,1.7348,0.4801,0.4317,1.0867,0.46
2/5 22:00,PLMN,N357,100,99.4413,99.7448,99.7714,99.4735,99.953,90.9091,6.0266,8.4893,72.5792,3820.6,4345.3,0,2.8757,0.6898,0.6473,6751.6983,384.5277,100,0.8346,0.0362,0.0222,,1.01
2/5 22:00,PLMN,N403,99.9991,99.7834,99.6976,99.5183,99.1809,99.9634,92.6667,435.6105,151.6006,888.6636,6096.6,7287.8,0.2165,1.2412,0.352,0.353,4040.1877,423.8986,100,3.1819,0.1643,0.0748,0.7936,0.53
2/5 22:00,PLMN,N406,99.9846,99.8447,99.7012,99.7535,99.0588,99.9817,98.2234,436.2209,183.6371,972.41,9272.6,10402,0.3279,2.8234,0.5092,0.4911,4690.3014,524.2217,100,3.3654,0.139,0.0578,6.2315,1.01
2/5 22:00,PLMN,N407,99.9933,99.7893,99.7051,99.7584,98.7963,99.9697,98.5226,1495.0139,279.1022,1624.2484,7608.7,9020.6,0.3392,1.8011,0.5981,0.6115,3828.931,436.224,100,2.7228,0.2786,0.1516,4.1432,0.83
2/5 22:00,PLMN,N408,99.9901,99.8068,99.7681,99.8081,98.9788,99.9696,98.4088,2185.0404,260.0358,1449.4355,6330.2,7727.7,0.2322,1.4589,0.4417,0.4557,3946.2873,408.0564,100,3.392,0.25,0.14,4.1178,0.64
2/5 22:00,PLMN,N601,98.0901,99.4048,98.1984,98.857,98.057,99.8805,98.2091,230.9181,156.1533,904.7264,7286.7,8265.7,0.4849,2.6504,0.5743,0.5682,4616.4167,457.6406,100,3.748,0.1796,0.0599,4.2109,1.06
2/5 22:00,PLMN,N602,99.9919,99.7918,99.7754,99.8136,98.9562,99.9743,99.4398,835.7923,278.6866,1741.5944,6808.3,8213.6,0.2639,1.574,0.3729,0.3938,4155.4911,448.3005,99.115,2.8871,0.2223,0.1243,2.8487,0.63
2/5 22:00,PLMN,N604,100,100,99.8436,99.8507,99.176,100,100,1.9747,2.4304,14.1546,8831.8,9264.9,1.2048,2.3466,0.6,0.5889,5525.3391,683.647,,0,0.0005,0.0002,0,1.37
2/5 23:00,PLMN,N103,100,99.9089,99.8878,99.9082,99.4963,99.9784,97.2727,972.1574,113.3281,616.874,1720.2,2160.2,0.2816,0.5515,0.3354,0.311,4328.0429,190.6187,100,2.1755,0.1044,0.0351,0.0921,0.31
2/5 23:00,PLMN,N104,100,99.8046,99.7166,99.7798,98.8856,99.9668,98.7525,302.3363,114.0046,658.4283,6724.6,7907.4,0.5609,0.7706,0.4877,0.4138,4662.55,569.3624,100,2.9859,0.0889,0.037,2.6291,0.39
2/5 23:00,PLMN,N105,99.997,99.7026,99.7913,99.8321,99.0239,99.9752,98.7633,280.4673,119.6758,698.5382,4408.9,5165.9,0.55,1.205,0.5814,0.5194,4402.2035,381.7035,100,4.1622,0.0643,0.0326,1.2004,0.47
2/5 23:00,PLMN,N107,100,99.8296,99.8194,99.8574,99.3037,99.9706,94.4724,676.6769,106.5141,537.7404,2073.3,2580.7,0.4657,0.6589,0.4431,0.4049,4091.9995,238.1215,100,2.9329,0.1062,0.0337,0.1344,0.32
2/5 23:00,PLMN,N108,100,99.7538,99.7344,99.8059,98.8007,99.9632,97.6562,595.8134,133.1849,765.8505,4701.2,5812.5,0.5645,0.9463,0.5328,0.4847,4147.2186,405.5816,100,3.0717,0.1089,0.0477,2.5159,0.44
2/5 23:00,PLMN,N109,99.9991,99.7135,99.7494,99.7854,98.9361,99.9555,89.6552,454.1099,146.3536,891.5201,6479.1,7809.5,0.2519,1.3957,0.3712,0.3868,4197.8877,486.4308,100,3.8291,0.0934,0.0538,0.7932,0.55
2/5 23:00,PLMN,N110,99.9992,99.8622,99.7196,99.7754,99.2032,99.9685,98.0474,495.021,132.544,746.1563,4084.2,4990.6,0.2894,1.0108,0.4006,0.3565,4472.7037,402.1743,100,1.6974,0.3308,0.2645,1.9242,0.45
2/5 23:00,PLMN,N112,100,99.8148,99.8193,99.8505,99.2483,99.9736,99.115,356.0054,102.6317,630.2562,4825.3,5936.7,0.3519,0.764,0.3883,0.3892,4303.4786,391.0095,100,2.5252,0.0591,0.0383,1.4896,0.48
2/5 23:00,PLMN,N114,100,99.6901,99.7398,99.8061,98.9776,99.9696,100,577.4814,115.1004,637.3851,5153.5,6206.8,0.4389,0.8816,0.5911,0.5196,4054.3327,377.3469,100,2.7449,0.0465,0.0185,1.9306,0.37
2/5 23:00,PLMN,N115,100,99.8769,99.8724,99.8992,99.4784,99.9782,99.6429,958.7514,115.6315,671.0513,1825.3,2269.9,0.2876,0.4522,0.423,0.3871,4373.0293,238.7098,100,3.3195,0.1099,0.0422,0.7061,0.24
2/5 23:00,PLMN,N116,100,99.7901,99.6815,99.7602,99.0805,99.966,97.6744,407.2299,118.6645,704.9535,3701.4,4481.8,0.3909,1.1895,0.51,0.441,4195.8155,355.5861,98.8372,3.2765,0.0951,0.0434,0.8009,0.52
2/5 23:00,PLMN,N117,100,99.8789,99.8573,99.8871,99.2668,99.9787,97.561,577.4926,108.8713,596.0643,2403.4,2982.3,0.2667,0.5611,0.3447,0.3204,4388.8512,269.074,100,4.0194,0.0567,0.0277,0.0917,0.28
2/5 23:00,PLMN,N118,100,99.8222,99.7711,99.8244,99.2815,99.9214,98.3819,713.8062,163.9691,971.6264,4342.5,5261.1,0.3941,0.8688,0.5058,0.4379,4086.6454,324.72,100,3.5126,0.0916,0.0418,0.4932,0.43
2/5 23:00,PLMN,N119,100,99.7953,99.8184,99.8611,99.2466,99.9728,97.7995,615.2049,143.848,907.8743,5486.4,6550.2,0.3831,0.8215,0.4817,0.4262,4279.0886,402.6947,100,2.769,0.1137,0.0507,5.6647,0.34
2/5 23:00,PLMN,N120,99.9993,99.8071,99.8469,99.8836,99.1062,99.9804,98.6111,606.7984,129.4281,787.144,4182.9,5133.5,0.4431,0.6364,0.4267,0.3747,4420.1505,389.0125,100,2.4701,0.1149,0.0475,0.8383,0.41
2/5 23:00,PLMN,N121,100,99.8488,99.8351,99.8684,99.3808,99.9619,99.2593,768.7459,119.6875,732.6656,2233.2,2751.1,0.4337,0.7219,0.48,0.4473,4389.7948,256.0432,100,3.8368,0.0789,0.035,0.7239,0.36
2/5 23:00,PLMN,N122,99.9992,99.8796,99.892,99.9142,99.2967,99.9828,94.4444,738.8682,104.668,594.4891,2538,3199.1,0.2661,0.4853,0.3773,0.3346,4282.6329,252.761,100,2.1453,0.0772,0.0314,0.1158,0.31
2/5 23:00,PLMN,N123,99.9954,99.7935,99.8091,99.8528,99.0587,99.9779,97.4359,540.9172,132.2746,788.2329,4342.2,5273.9,0.3559,0.6738,0.3985,0.3548,4365.359,389.2574,100,3.4448,0.0875,0.0384,2.143,0.38
2/5 23:00,PLMN,N124,100,99.7734,99.7031,99.7484,99.1839,99.9675,97.5309,870.0498,212.3208,1117.2509,4929.1,5990.6,0.4325,0.9809,0.4898,0.4701,3975.2725,400.1721,100,1.7245,0.4273,0.3848,0.8573,0.45
2/5 23:00,PLMN,N357,100,100,99.7299,99.7618,99.6205,99.9608,96.9697,12.5894,8.9343,64.1001,3279.9,3711.3,0,5.2696,0.6751,0.6509,6717.0884,412.3289,100,1.0867,0.0219,0.0178,,1.73
2/5 23:00,PLMN,N403,100,99.773,99.8566,99.8795,99.1473,99.9758,99.1803,336.9135,145.3569,903.4277,5571.2,6611.2,0.2894,1.2278,0.3091,0.3198,4243.4057,410.3148,100,2.8102,0.1447,0.0713,0.7501,0.51
2/5 23:00,PLMN,N406,99.9813,99.8579,99.7137,99.7663,98.8555,99.9754,98.7137,348.0349,171.975,971.022,8243.7,9217.3,0.4486,2.976,0.4594,0.4429,4972.0862,498.0898,100,4.0521,0.1325,0.0445,5.7102,1.02
2/5 23:00,PLMN,N407,99.9935,99.8118,99.7105,99.714,98.8548,99.9588,98.9627,1192.9776,263.0452,1648.9328,7012.3,8280.3,0.3091,1.8122,0.5928,0.6107,4016.9658,414.7952,100,2.6325,0.2229,0.1239,4.6894,0.77
2/5 23:00,PLMN,N408,99.9904,99.8635,99.7945,99.825,98.9887,99.9664,97.5482,1735.5626,247.8222,1432.7449,5631.6,6854.7,0.2632,1.4168,0.4449,0.4676,4146.6907,392.4253,100,2.9643,0.2186,0.118,4.5759,0.58
